"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","1  BASE 979","2  BASE 961","3  BASE 962","4  BASE 967","5  BASE 9712","6  BASE 973","7  BASE 985","8  PROP ERR","9  ADD ERR","10 KOUT","11 LGK10","12 LGKZERO","13 LGEMAX","14 LGEC50","15 HVMX","16 ST979MX","17 HVKOUT","1 SD(BASE)","2 SD(KOUT)","3 SD(K10)","4 SD(KZERO)","5 SD(EMAX)","6 SD(EC50)","7 SD(EPS)","SIGMA(1,1)","se1  BASE 979","se2  BASE 961","se3  BASE 962","se4  BASE 967","se5  BASE 9712","se6  BASE 973","se7  BASE 985","se8  PROP ERR","se9  ADD ERR","se10 KOUT","se11 LGK10","se12 LGKZERO","se13 LGEMAX","se14 LGEC50","se15 HVMX","se16 ST979MX","se17 HVKOUT","se1 SD(BASE)","se2 SD(KOUT)","se3 SD(K10)","se4 SD(KZERO)","se5 SD(EMAX)","se6 SD(EC50)","se7 SD(EPS)","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_eta5(%)","shrinkage_eta6(%)","shrinkage_eta7(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17","EI18","EI19","EI20","EI21","EI22","EI23","EI24","EI25"
38,1,1,0,0,0,0,0,1,0,0,3,0,2.1,NA,FOCE_I,NA,6261.66,0,21222.0033745068,3.76958,5.44709,6.13127,5.35019,6.30299,2.96935,3.87913,0.1187,0,-3.6004,-4.60008,-5.4,0.223558,7.84293,0.728123,-0.509778,0.677998,0.0131327,0.578692,0,0,0.260814,0,0.10059,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,3344.21,0,20961.7175391129,3.78091,5.45926,6.07468,5.31885,6.31805,2.95576,3.87242,0.116226,0,-3.67766,-4.56402,-5.4,0.246941,7.76504,0.752223,-0.580369,0.842466,0.0111963,0.403548,0,0,0.278992,0,0.108228,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1,1,0,0,0,0,0,1,0,0,0,0,1.9,NA,FOCE_I,NA,3133.19,0,20161.6339572976,3.76319,5.43689,6.13744,5.31498,6.35897,2.97104,3.8929,0.117525,0,-3.70478,-4.55173,-5.4,0.275186,7.70109,0.591175,-0.577916,0.887915,0.0142713,0.650386,0,0,0.262464,0,0.136484,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,2787.75,0,19808.7728111283,3.79719,5.45611,6.1107,5.35731,6.32019,2.97583,3.90389,0.114825,0,-3.6338,-4.61402,-5.4,0.235833,7.79859,0.824695,-0.623916,0.786756,0.0127702,0.49593,0,0,0.223026,0,0.0909818,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1,1,0,1,0,0,0,0,0,0,6,0,3.1,NA,FOCE_I,NA,9845.79,0,20516.4982642222,3.77468,5.46251,6.05831,5.36259,6.32104,2.9603,3.87336,0.12022,0,-3.62589,-4.5697,-5.4,0.182568,7.73965,0.895265,-0.42521,0.749145,0.0136128,0.570416,0,0,0.189049,0,0.108037,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,1,0,0,0,0,0,1,0,0,0,0,3.0,NA,FOCE_I,NA,3195.45,0,19497.2077199326,3.77181,5.48275,6.13032,5.31851,6.33866,2.9635,3.88275,0.116259,0,-3.89445,-4.58326,-5.4,0.37607,7.83783,0.570275,-0.678557,1.0433,0.0135227,0.563431,0,0,0.262343,0,0.123013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,2932.75,0,20622.863153863,3.77067,5.4717,6.09673,5.32802,6.33931,2.96574,3.85986,0.117985,0,-3.51543,-4.63667,-5.4,0.393879,8.07616,0.649327,-0.572791,0.771394,0.0124099,0.389043,0,0,0.38757,0,0.136587,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2679.78,0,20322.066096886,3.78629,5.43916,6.1092,5.38022,6.31829,2.96553,3.87409,0.118781,0,-3.72163,-4.46366,-5.4,0.346683,7.66081,0.604411,-0.625526,0.947262,0.0131162,0.502674,0,0,0.253621,0,0.0884735,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1,1,0,0,0,0,0,1,0,0,1,0,3.0,NA,FOCE_I,NA,3495.73,0,19513.0643935119,3.763,5.43951,6.09198,5.34901,6.34036,2.95751,3.85266,0.117979,0,-3.69262,-4.43811,-5.4,0.28591,7.46533,0.591272,-0.589337,0.812976,0.0136106,0.484571,0,0,0.235553,0,0.099559,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,4236.91,0,20096.5054997733,3.78518,5.49807,6.10474,5.3209,6.30877,2.94947,3.89424,0.116806,0,-3.75964,-4.6906,-5.4,0.262178,8.06546,0.880178,-0.51215,0.951296,0.012233,0.495089,0,0,0.246086,0,0.11911,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,2511.26,0,19176.318025999,3.77738,5.43496,6.1119,5.32963,6.3309,2.96367,3.86415,0.114538,0,-3.46403,-4.63966,-5.4,0.319884,7.91537,0.575518,-0.444159,0.682704,0.0130792,0.313529,0,0,0.267212,0,0.0954166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,2758.95,0,20289.7878713551,3.75797,5.4699,6.08549,5.27987,6.31639,2.94976,3.90642,0.116895,0,-3.69714,-4.62075,-5.4,0.238719,7.66664,0.670868,-0.608934,0.835111,0.014476,0.577684,0,0,0.201539,0,0.113871,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,2820.35,0,20680.6061836373,3.75135,5.47402,6.1113,5.42541,6.2943,2.94886,3.86341,0.120705,0,-3.51755,-4.49284,-5.4,0.348399,7.73327,0.526632,-0.608876,0.687869,0.0137917,0.270372,0,0,0.309839,0,0.0991661,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2407.8,0,19625.5171825177,3.76431,5.47526,6.10143,5.33995,6.36705,2.95156,3.8828,0.115337,0,-3.67827,-4.59082,-5.4,0.324707,7.7944,0.599231,-0.683344,0.909385,0.0132378,0.399078,0,0,0.233363,0,0.103818,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,3185.72,0,20059.8120115399,3.79007,5.49687,6.11498,5.34214,6.3476,2.95493,3.87968,0.116633,0,-3.79666,-4.58734,-5.4,0.479064,7.95419,0.534608,-0.771832,1.01085,0.0116005,0.5534,0,0,0.230782,0,0.0859415,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,3022.8,0,21327.953756621,3.7417,5.45839,6.15207,5.3395,6.33779,2.9508,3.85783,0.124615,0,-3.72318,-4.55572,-5.4,0.290816,7.81123,0.605152,-0.506581,1.02089,0.0142943,0.260883,0,0,0.276619,0,0.0928292,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,1,1,0,1,0,0,0,0,0,0,1,0,3.6,NA,FOCE_I,NA,4359.41,0,20030.9282374934,3.78093,5.45251,6.10521,5.32195,6.30873,2.96302,3.8726,0.120502,0,-3.5098,-4.5066,-5.4,0.341776,7.73182,0.610742,-0.524878,0.66206,0.0117893,0.320186,0,0,0.283261,0,0.0808786,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2173.45,0,20774.3079194912,3.75659,5.47686,6.09685,5.33475,6.31585,2.94965,3.86304,0.120132,0,-3.9076,-4.39014,-5.4,0.354152,7.6202,0.648485,-0.708253,0.934432,0.0144305,0.693516,0,0,0.2612,0,0.0847612,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,2657.49,0,20808.5779513426,3.74328,5.48364,6.06822,5.31277,6.3027,2.97102,3.86472,0.122234,0,-3.76803,-4.54684,-5.4,0.493729,7.9422,0.660218,-0.69675,0.900775,0.0139512,0.391415,0,0,0.269973,0,0.0982239,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1,1,0,0,0,0,0,1,0,0,8,0,2.8,NA,FOCE_I,NA,11287.1,0,21052.8872275981,3.75382,5.49245,6.09454,5.34495,6.34316,2.95415,3.8742,0.125554,0,-3.58571,-4.62367,-5.4,0.368136,8.07639,0.728917,-0.63318,0.654665,0.0137136,0.621757,0,0,0.291939,0,0.069929,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1,1,0,1,0,0,0,0,0,0,0,0,4.1,NA,FOCE_I,NA,1961.55,0,20503.1443097045,3.76763,5.45546,6.10568,5.32357,6.3426,2.94798,3.85878,0.117648,0,-3.85601,-4.51192,-5.4,0.185544,7.65659,0.576914,-0.572757,1.06682,0.012555,0.431453,0,0,0.287329,0,0.120639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,3838.14,0,20570.9854947627,3.75035,5.45804,6.0822,5.3377,6.33354,2.94923,3.84298,0.119193,0,-3.99229,-4.3799,-5.4,0.332937,7.56649,0.444849,-0.696616,1.00652,0.0137574,0.569571,0,0,0.229932,0,0.0938483,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,3553.05,0,20440.980344806,3.78436,5.44247,6.06495,5.34928,6.33064,2.97038,3.87066,0.114703,0,-4.1121,-4.44808,-5.4,0.436325,7.64278,0.437963,-0.838775,1.20032,0.0130572,0.716226,0,0,0.264617,0,0.120404,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,1,1,0,1,0,0,0,0,0,0,2,0,3.4,NA,FOCE_I,NA,4578.96,0,20628.1368417982,3.75549,5.45891,6.08275,5.30262,6.31049,2.95709,3.90938,0.121078,0,-3.34926,-4.68951,-5.4,0.299789,7.96603,0.74142,-0.527254,0.603786,0.0124777,0.375577,0,0,0.225818,0,0.103676,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,3007.9,0,19841.7409048639,3.75854,5.44813,6.10817,5.28452,6.36381,2.95209,3.86268,0.116908,0,-3.77143,-4.65661,-5.4,0.347709,7.99173,0.73876,-0.715807,0.908519,0.0125882,0.47708,0,0,0.275227,0,0.110996,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,3205.96,0,20779.1319538801,3.76773,5.49177,6.08764,5.32555,6.35311,2.96087,3.8673,0.117858,0,-3.67477,-4.61972,-5.4,0.302012,7.78746,0.616258,-0.668315,0.85118,0.0149152,0.46058,0,0,0.195564,0,0.128018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,2838.59,0,20761.8023309083,3.78415,5.46236,6.08724,5.32609,6.3282,2.94066,3.90048,0.12022,0,-3.35368,-4.63709,-5.4,0.0816079,7.76351,0.973199,-0.403539,0.461704,0.0108594,0.346769,0,0,0.313111,0,0.112966,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2605.91,0,19583.5592280256,3.7737,5.46432,6.11893,5.3377,6.35981,2.95889,3.83663,0.113268,0,-3.92867,-4.33938,-5.4,0.387072,7.47947,0.416178,-0.674339,1.01076,0.0125184,0.651072,0,0,0.220843,0,0.120699,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,3739.52,0,20517.9854809274,3.76764,5.4293,6.09275,5.31819,6.3307,2.94631,3.88002,0.120496,0,-3.7701,-4.44911,-5.4,0.217914,7.57792,0.530069,-0.42591,0.87095,0.0127984,0.752882,0,0,0.257038,0,0.102367,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1,1,0,1,0,0,0,0,0,0,1,0,3.6,NA,FOCE_I,NA,4186.09,0,19740.7124904033,3.76984,5.46808,6.09453,5.37623,6.33947,2.96707,3.88867,0.116309,0,-3.49916,-4.63655,-5.4,0.299036,7.92937,0.636926,-0.634684,0.804347,0.0134127,0.324803,0,0,0.36161,0,0.125079,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1,1,0,1,0,0,0,0,0,0,8,0,3.4,NA,FOCE_I,NA,9610.84,0,21031.827144631,3.76261,5.49052,6.13077,5.30737,6.33496,2.94841,3.897,0.120647,0,-3.6304,-4.62839,-5.4,0.136225,7.7316,0.799453,-0.482686,0.748933,0.0120151,0.540028,0,0,0.210899,0,0.11869,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,3001.4,0,20878.212155618,3.79033,5.4812,6.11711,5.35654,6.37055,2.958,3.88748,0.116671,0,-3.91762,-4.55014,-5.4,0.449015,7.75327,0.666693,-0.749713,1.05756,0.0141942,0.716,0,0,0.210167,0,0.116523,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,2918.92,0,20613.3649053704,3.78609,5.48682,6.1209,5.37118,6.32955,2.95362,3.86871,0.116003,0,-3.52949,-4.62959,-5.4,0.387982,7.92376,0.635984,-0.623278,0.639465,0.0124927,0.389665,0,0,0.262357,0,0.10484,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,4243.73,0,21374.9451833185,3.75614,5.47933,6.08446,5.36978,6.32043,2.96042,3.85758,0.118665,0,-3.97263,-4.47538,-5.4,0.397556,7.74921,0.554226,-0.707775,1.04622,0.0141594,0.497799,0,0,0.284169,0,0.117446,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,3935.36,0,20856.6842348068,3.77051,5.48421,6.07041,5.34884,6.34727,2.94733,3.87247,0.1168,0,-3.83401,-4.42891,-5.4,0.226903,7.46523,0.653749,-0.548845,0.829473,0.0122973,0.686759,0,0,0.283408,0,0.124766,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2432.53,0,20505.1888677741,3.77809,5.44425,6.12684,5.35924,6.33429,2.95131,3.86408,0.119163,0,-3.72843,-4.57025,-5.4,0.242871,7.75305,0.632949,-0.682339,0.964383,0.0138942,0.261044,0,0,0.310063,0,0.0959019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,1,1,0,1,0,0,0,0,0,0,0,0,4.3,NA,FOCE_I,NA,3038.5,0,21019.4071343757,3.74558,5.45374,6.1053,5.32356,6.34465,2.95523,3.8806,0.119953,0,-3.52611,-4.60304,-5.4,0.277512,7.87343,0.649904,-0.539622,0.684374,0.0127973,0.293799,0,0,0.306844,0,0.0961753,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,1,1,0,1,0,0,0,0,0,0,1,0,3.0,NA,FOCE_I,NA,4217.82,0,20653.9741554193,3.75583,5.47456,6.09773,5.33409,6.35021,2.96505,3.87875,0.118963,0,-3.7713,-4.50044,-5.4,0.237729,7.62869,0.690682,-0.559139,0.824194,0.0131771,0.790996,0,0,0.155953,0,0.111678,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
